vlookup,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
JAVil30082023,,36.166666666666664,,40.37916666666667,94.95833333333333,8.01,,,,,,,,,,,,
JAVil30092023,,32.52916666666667,,59.47083333333333,80.16666666666667,8.385,,,,,,,,,,,,
JAVil30102023,,30.391666666666666,,50.43333333333334,136.125,6.825,,,,,,,,,,,,
JAVil30112023,,25.75,,55.12083333333334,270.0833333333333,6.315,,,,,,,,,,,,
JAVil30122023,,23.304166666666664,,66.375,156.45833333333334,5.61,,,,,,,,,,,,
JAVil31012023,,20.754166666666666,,59.27916666666667,138.58333333333334,5.73,,,,,,,,,,,,
JAVil31032023,,23.058333333333334,,65.3,228.625,5.8950000000000005,,,,,,,,,,,,
JAVil31052023,,33.28333333333333,,48.59166666666667,251.66666666666666,7.920000000000001,,,,,,,,,,,,
JAVil31072023,,34.44782608695652,,63.821739130434786,272.1304347826087,7.685217391304348,,,,,,,,,,,,
JAVil31082023,,35.06666666666667,,51.27916666666667,167.0,8.07,,,,,,,,,,,,
JAVil31102023,,30.395833333333332,,48.15833333333333,124.25,7.035,,,,,,,,,,,,
JAVil31122023,,23.266666666666666,,70.82083333333334,216.25,5.175,,,,,,,,,,,,
Karam01012023,,,,,,,,,,,,,,,,,,
Karam01022023,,,,,,,,,,,,,,,,,,
Karam01032023,,,,,,,,,,,,,,,,,,
Karam01042023,,,,,,,,,,,,,,,,,,
Karam01052023,,,,,,,,,,,,,,,,,,
Karam01062023,,,,,,,,,,,,,,,,,,
Karam01072023,,,,,,,,,,,,,,,,,,
Karam01082023,,,,,,,,,,,,,,,,,,
Karam01092023,,,,,,,,,,,,,,,,,,
Karam01102023,,,,,,,,,,,,,,,,,,
Karam01112023,,,,,,,,,,,,,,,,,,
Karam01122023,,,,,,,,,,,,,,,,,,
Karam02012023,,,,,,,,,,,,,,,,,,
Karam02022023,,,,,,,,,,,,,,,,,,
Karam02032023,,,,,,,,,,,,,,,,,,
Karam02042023,,,,,,,,,,,,,,,,,,
Karam02052023,,,,,,,,,,,,,,,,,,
Karam02062023,,,,,,,,,,,,,,,,,,
Karam02072023,,,,,,,,,,,,,,,,,,
Karam02082023,,,,,,,,,,,,,,,,,,
Karam02092023,,,,,,,,,,,,,,,,,,
Karam02102023,,,,,,,,,,,,,,,,,,
Karam02112023,,,,,,,,,,,,,,,,,,
Karam02122023,,,,,,,,,,,,,,,,,,
Karam03012023,,,,,,,,,,,,,,,,,,
Karam03022023,,,,,,,,,,,,,,,,,,
Karam03032023,,,,,,,,,,,,,,,,,,
Karam03042023,,,,,,,,,,,,,,,,,,
Karam03052023,,,,,,,,,,,,,,,,,,
Karam03062023,,,,,,,,,,,,,,,,,,
Karam03072023,,,,,,,,,,,,,,,,,,
Karam03082023,,,,,,,,,,,,,,,,,,
Karam03092023,,,,,,,,,,,,,,,,,,
Karam03102023,,,,,,,,,,,,,,,,,,
Karam03112023,,,,,,,,,,,,,,,,,,
Karam03122023,,,,,,,,,,,,,,,,,,
Karam04012023,,,,,,,,,,,,,,,,,,
Karam04022023,,,,,,,,,,,,,,,,,,
Karam04032023,,,,,,,,,,,,,,,,,,
Karam04042023,,,,,,,,,,,,,,,,,,
Karam04052023,,,,,,,,,,,,,,,,,,
Karam04062023,,,,,,,,,,,,,,,,,,
Karam04072023,,,,,,,,,,,,,,,,,,
Karam04082023,,,,,,,,,,,,,,,,,,
Karam04092023,,,,,,,,,,,,,,,,,,
Karam04102023,,,,,,,,,,,,,,,,,,
Karam04112023,,,,,,,,,,,,,,,,,,
Karam04122023,,,,,,,,,,,,,,,,,,
Karam05012023,,,,,,,,,,,,,,,,,,
Karam05022023,,,,,,,,,,,,,,,,,,
Karam05032023,,,,,,,,,,,,,,,,,,
Karam05042023,,,,,,,,,,,,,,,,,,
Karam05052023,,,,,,,,,,,,,,,,,,
Karam05062023,,,,,,,,,,,,,,,,,,
Karam05072023,,,,,,,,,,,,,,,,,,
Karam05082023,,,,,,,,,,,,,,,,,,
Karam05092023,,,,,,,,,,,,,,,,,,
Karam05102023,,,,,,,,,,,,,,,,,,
Karam05112023,,,,,,,,,,,,,,,,,,
Karam05122023,,,,,,,,,,,,,,,,,,
Karam06012023,,,,,,,,,,,,,,,,,,
Karam06022023,,,,,,,,,,,,,,,,,,
Karam06032023,,,,,,,,,,,,,,,,,,
Karam06042023,,,,,,,,,,,,,,,,,,
Karam06052023,,,,,,,,,,,,,,,,,,
Karam06062023,,,,,,,,,,,,,,,,,,
Karam06072023,,,,,,,,,,,,,,,,,,
Karam06082023,,,,,,,,,,,,,,,,,,
Karam06092023,,,,,,,,,,,,,,,,,,
Karam06102023,,,,,,,,,,,,,,,,,,
Karam06112023,,,,,,,,,,,,,,,,,,
Karam06122023,,,,,,,,,,,,,,,,,,
Karam07012023,,,,,,,,,,,,,,,,,,
Karam07022023,,,,,,,,,,,,,,,,,,
Karam07032023,,,,,,,,,,,,,,,,,,
Karam07042023,,,,,,,,,,,,,,,,,,
Karam07052023,,,,,,,,,,,,,,,,,,
Karam07062023,,,,,,,,,,,,,,,,,,
Karam07072023,,,,,,,,,,,,,,,,,,
Karam07082023,,,,,,,,,,,,,,,,,,
Karam07092023,,,,,,,,,,,,,,,,,,
Karam07102023,,,,,,,,,,,,,,,,,,
Karam07112023,,,,,,,,,,,,,,,,,,
Karam07122023,,,,,,,,,,,,,,,,,,
Karam08012023,,,,,,,,,,,,,,,,,,
Karam08022023,,,,,,,,,,,,,,,,,,
Karam08032023,,,,,,,,,,,,,,,,,,
Karam08042023,,,,,,,,,,,,,,,,,,
Karam08052023,,,,,,,,,,,,,,,,,,
Karam08062023,,,,,,,,,,,,,,,,,,
Karam08072023,,,,,,,,,,,,,,,,,,
Karam08082023,,,,,,,,,,,,,,,,,,
Karam08092023,,,,,,,,,,,,,,,,,,
Karam08102023,,,,,,,,,,,,,,,,,,
Karam08112023,,,,,,,,,,,,,,,,,,
Karam08122023,,,,,,,,,,,,,,,,,,
Karam09012023,,,,,,,,,,,,,,,,,,
Karam09022023,,,,,,,,,,,,,,,,,,
Karam09032023,,,,,,,,,,,,,,,,,,
Karam09042023,,,,,,,,,,,,,,,,,,
Karam09052023,,,,,,,,,,,,,,,,,,
Karam09062023,,,,,,,,,,,,,,,,,,
Karam09072023,,,,,,,,,,,,,,,,,,
Karam09082023,,,,,,,,,,,,,,,,,,
Karam09092023,,,,,,,,,,,,,,,,,,
Karam09102023,,,,,,,,,,,,,,,,,,
Karam09112023,,,,,,,,,,,,,,,,,,
Karam09122023,,,,,,,,,,,,,,,,,,
Karam10012023,,,,,,,,,,,,,,,,,,
Karam10022023,,,,,,,,,,,,,,,,,,
Karam10032023,,,,,,,,,,,,,,,,,,
Karam10042023,,,,,,,,,,,,,,,,,,
Karam10052023,,,,,,,,,,,,,,,,,,
Karam10062023,,,,,,,,,,,,,,,,,,
Karam10072023,,,,,,,,,,,,,,,,,,
Karam10082023,,,,,,,,,,,,,,,,,,
Karam10092023,,,,,,,,,,,,,,,,,,
Karam10102023,,,,,,,,,,,,,,,,,,
Karam10112023,,,,,,,,,,,,,,,,,,
Karam10122023,,,,,,,,,,,,,,,,,,
Karam11012023,,,,,,,,,,,,,,,,,,
Karam11022023,,,,,,,,,,,,,,,,,,
Karam11032023,,,,,,,,,,,,,,,,,,
Karam11042023,,,,,,,,,,,,,,,,,,
Karam11052023,,,,,,,,,,,,,,,,,,
Karam11062023,,,,,,,,,,,,,,,,,,
Karam11072023,,,,,,,,,,,,,,,,,,
Karam11082023,,,,,,,,,,,,,,,,,,
Karam11092023,,,,,,,,,,,,,,,,,,
Karam11102023,,,,,,,,,,,,,,,,,,
Karam11112023,,,,,,,,,,,,,,,,,,
Karam11122023,,,,,,,,,,,,,,,,,,
Karam12012023,,,,,,,,,,,,,,,,,,
Karam12022023,,,,,,,,,,,,,,,,,,
Karam12032023,,,,,,,,,,,,,,,,,,
Karam12042023,,,,,,,,,,,,,,,,,,
Karam12052023,,,,,,,,,,,,,,,,,,
Karam12062023,,,,,,,,,,,,,,,,,,
Karam12072023,,,,,,,,,,,,,,,,,,
Karam12082023,,,,,,,,,,,,,,,,,,
Karam12092023,,,,,,,,,,,,,,,,,,
Karam12102023,,,,,,,,,,,,,,,,,,
Karam12112023,,,,,,,,,,,,,,,,,,
Karam12122023,,,,,,,,,,,,,,,,,,
Karam13012023,,,,,,,,,,,,,,,,,,
Karam13022023,,,,,,,,,,,,,,,,,,
Karam13032023,,,,,,,,,,,,,,,,,,
Karam13042023,,,,,,,,,,,,,,,,,,
Karam13052023,,,,,,,,,,,,,,,,,,
Karam13062023,,,,,,,,,,,,,,,,,,
Karam13072023,,,,,,,,,,,,,,,,,,
Karam13082023,,,,,,,,,,,,,,,,,,
Karam13092023,,,,,,,,,,,,,,,,,,
Karam13102023,,,,,,,,,,,,,,,,,,
Karam13112023,,,,,,,,,,,,,,,,,,
Karam13122023,,,,,,,,,,,,,,,,,,
Karam14012023,,,,,,,,,,,,,,,,,,
Karam14022023,,,,,,,,,,,,,,,,,,
Karam14032023,,,,,,,,,,,,,,,,,,
Karam14042023,,,,,,,,,,,,,,,,,,
Karam14052023,,,,,,,,,,,,,,,,,,
Karam14062023,,,,,,,,,,,,,,,,,,
Karam14072023,,,,,,,,,,,,,,,,,,
Karam14082023,,,,,,,,,,,,,,,,,,
Karam14092023,,,,,,,,,,,,,,,,,,
Karam14102023,,,,,,,,,,,,,,,,,,
Karam14112023,,,,,,,,,,,,,,,,,,
Karam14122023,,,,,,,,,,,,,,,,,,
Karam15012023,,,,,,,,,,,,,,,,,,
Karam15022023,,,,,,,,,,,,,,,,,,
Karam15032023,,,,,,,,,,,,,,,,,,
Karam15042023,,,,,,,,,,,,,,,,,,
Karam15052023,,,,,,,,,,,,,,,,,,
Karam15062023,,,,,,,,,,,,,,,,,,
Karam15072023,,,,,,,,,,,,,,,,,,
Karam15082023,,,,,,,,,,,,,,,,,,
Karam15092023,,,,,,,,,,,,,,,,,,
Karam15102023,,,,,,,,,,,,,,,,,,
Karam15112023,,,,,,,,,,,,,,,,,,
Karam15122023,,,,,,,,,,,,,,,,,,
Karam16012023,,,,,,,,,,,,,,,,,,
Karam16022023,,,,,,,,,,,,,,,,,,
Karam16032023,,,,,,,,,,,,,,,,,,
Karam16042023,,,,,,,,,,,,,,,,,,
Karam16052023,,,,,,,,,,,,,,,,,,
Karam16062023,,,,,,,,,,,,,,,,,,
Karam16072023,,,,,,,,,,,,,,,,,,
Karam16082023,,,,,,,,,,,,,,,,,,
Karam16092023,,,,,,,,,,,,,,,,,,
Karam16102023,,,,,,,,,,,,,,,,,,
Karam16112023,,,,,,,,,,,,,,,,,,
Karam16122023,,,,,,,,,,,,,,,,,,
Karam17012023,,,,,,,,,,,,,,,,,,
Karam17022023,,,,,,,,,,,,,,,,,,
Karam17032023,,,,,,,,,,,,,,,,,,
Karam17042023,,,,,,,,,,,,,,,,,,
Karam17052023,,,,,,,,,,,,,,,,,,
Karam17062023,,,,,,,,,,,,,,,,,,
Karam17072023,,,,,,,,,,,,,,,,,,
Karam17082023,,,,,,,,,,,,,,,,,,
Karam17092023,,,,,,,,,,,,,,,,,,
Karam17102023,,,,,,,,,,,,,,,,,,
Karam17112023,,,,,,,,,,,,,,,,,,
Karam17122023,,,,,,,,,,,,,,,,,,
Karam18012023,,,,,,,,,,,,,,,,,,
Karam18022023,,,,,,,,,,,,,,,,,,
Karam18032023,,,,,,,,,,,,,,,,,,
Karam18042023,,,,,,,,,,,,,,,,,,
Karam18052023,,,,,,,,,,,,,,,,,,
Karam18062023,,,,,,,,,,,,,,,,,,
Karam18072023,,,,,,,,,,,,,,,,,,
Karam18082023,,,,,,,,,,,,,,,,,,
Karam18092023,,,,,,,,,,,,,,,,,,
Karam18102023,,,,,,,,,,,,,,,,,,
Karam18112023,,,,,,,,,,,,,,,,,,
Karam18122023,,,,,,,,,,,,,,,,,,
Karam19012023,,,,,,,,,,,,,,,,,,
Karam19022023,,,,,,,,,,,,,,,,,,
Karam19032023,,,,,,,,,,,,,,,,,,
Karam19042023,,,,,,,,,,,,,,,,,,
Karam19052023,,,,,,,,,,,,,,,,,,
Karam19062023,,,,,,,,,,,,,,,,,,
Karam19072023,,,,,,,,,,,,,,,,,,
Karam19082023,,,,,,,,,,,,,,,,,,
Karam19092023,,,,,,,,,,,,,,,,,,
Karam19102023,,,,,,,,,,,,,,,,,,
Karam19112023,,,,,,,,,,,,,,,,,,
Karam19122023,,,,,,,,,,,,,,,,,,
Karam20012023,,,,,,,,,,,,,,,,,,
Karam20022023,,,,,,,,,,,,,,,,,,
Karam20032023,,,,,,,,,,,,,,,,,,
Karam20042023,,,,,,,,,,,,,,,,,,
Karam20052023,,,,,,,,,,,,,,,,,,
Karam20062023,,,,,,,,,,,,,,,,,,
Karam20072023,,,,,,,,,,,,,,,,,,
Karam20082023,,,,,,,,,,,,,,,,,,
Karam20092023,,,,,,,,,,,,,,,,,,
Karam20102023,,,,,,,,,,,,,,,,,,
Karam20112023,,,,,,,,,,,,,,,,,,
Karam20122023,,,,,,,,,,,,,,,,,,
Karam21012023,,,,,,,,,,,,,,,,,,
Karam21022023,,,,,,,,,,,,,,,,,,
Karam21032023,,,,,,,,,,,,,,,,,,
Karam21042023,,,,,,,,,,,,,,,,,,
Karam21052023,,,,,,,,,,,,,,,,,,
Karam21062023,,,,,,,,,,,,,,,,,,
Karam21072023,,,,,,,,,,,,,,,,,,
Karam21082023,,,,,,,,,,,,,,,,,,
Karam21092023,,,,,,,,,,,,,,,,,,
Karam21102023,,,,,,,,,,,,,,,,,,
Karam21112023,,,,,,,,,,,,,,,,,,
Karam21122023,,,,,,,,,,,,,,,,,,
Karam22012023,,,,,,,,,,,,,,,,,,
Karam22022023,,,,,,,,,,,,,,,,,,
Karam22032023,,,,,,,,,,,,,,,,,,
Karam22042023,,,,,,,,,,,,,,,,,,
Karam22052023,,,,,,,,,,,,,,,,,,
Karam22062023,,,,,,,,,,,,,,,,,,
Karam22072023,,,,,,,,,,,,,,,,,,
Karam22082023,,,,,,,,,,,,,,,,,,
Karam22092023,,,,,,,,,,,,,,,,,,
Karam22102023,,,,,,,,,,,,,,,,,,
Karam22112023,,,,,,,,,,,,,,,,,,
Karam22122023,,,,,,,,,,,,,,,,,,
Karam23012023,,,,,,,,,,,,,,,,,,
Karam23022023,,,,,,,,,,,,,,,,,,
Karam23032023,,,,,,,,,,,,,,,,,,
Karam23042023,,,,,,,,,,,,,,,,,,
Karam23052023,,,,,,,,,,,,,,,,,,
Karam23062023,,,,,,,,,,,,,,,,,,
Karam23072023,,,,,,,,,,,,,,,,,,
Karam23082023,,,,,,,,,,,,,,,,,,
Karam23092023,,,,,,,,,,,,,,,,,,
Karam23102023,,,,,,,,,,,,,,,,,,
Karam23112023,,,,,,,,,,,,,,,,,,
Karam23122023,,,,,,,,,,,,,,,,,,
Karam24012023,,,,,,,,,,,,,,,,,,
Karam24022023,,,,,,,,,,,,,,,,,,
Karam24032023,,,,,,,,,,,,,,,,,,
Karam24042023,,,,,,,,,,,,,,,,,,
Karam24052023,,,,,,,,,,,,,,,,,,
Karam24062023,,,,,,,,,,,,,,,,,,
Karam24072023,,,,,,,,,,,,,,,,,,
Karam24082023,,,,,,,,,,,,,,,,,,
Karam24092023,,,,,,,,,,,,,,,,,,
Karam24102023,,,,,,,,,,,,,,,,,,
Karam24112023,,,,,,,,,,,,,,,,,,
Karam24122023,,,,,,,,,,,,,,,,,,
Karam25012023,,,,,,,,,,,,,,,,,,
Karam25022023,,,,,,,,,,,,,,,,,,
Karam25032023,,,,,,,,,,,,,,,,,,
Karam25042023,,,,,,,,,,,,,,,,,,
Karam25052023,,,,,,,,,,,,,,,,,,
Karam25062023,,,,,,,,,,,,,,,,,,
Karam25072023,,,,,,,,,,,,,,,,,,
Karam25082023,,,,,,,,,,,,,,,,,,
Karam25092023,,,,,,,,,,,,,,,,,,
Karam25102023,,,,,,,,,,,,,,,,,,
Karam25112023,,,,,,,,,,,,,,,,,,
Karam25122023,,,,,,,,,,,,,,,,,,
Karam26012023,,,,,,,,,,,,,,,,,,
Karam26022023,,,,,,,,,,,,,,,,,,
Karam26032023,,,,,,,,,,,,,,,,,,
Karam26042023,,,,,,,,,,,,,,,,,,
Karam26052023,,,,,,,,,,,,,,,,,,
Karam26062023,,,,,,,,,,,,,,,,,,
Karam26072023,,,,,,,,,,,,,,,,,,
Karam26082023,,,,,,,,,,,,,,,,,,
Karam26092023,,,,,,,,,,,,,,,,,,
Karam26102023,,,,,,,,,,,,,,,,,,
Karam26112023,,,,,,,,,,,,,,,,,,
Karam26122023,,,,,,,,,,,,,,,,,,
Karam27012023,,,,,,,,,,,,,,,,,,
Karam27022023,,,,,,,,,,,,,,,,,,
Karam27032023,,,,,,,,,,,,,,,,,,
Karam27042023,,,,,,,,,,,,,,,,,,
Karam27052023,,,,,,,,,,,,,,,,,,
Karam27062023,,,,,,,,,,,,,,,,,,
Karam27072023,,,,,,,,,,,,,,,,,,
Karam27082023,,,,,,,,,,,,,,,,,,
Karam27092023,,,,,,,,,,,,,,,,,,
Karam27102023,,,,,,,,,,,,,,,,,,
Karam27112023,,,,,,,,,,,,,,,,,,
Karam27122023,,,,,,,,,,,,,,,,,,
Karam28012023,,,,,,,,,,,,,,,,,,
Karam28022023,,,,,,,,,,,,,,,,,,
Karam28032023,,,,,,,,,,,,,,,,,,
Karam28042023,,,,,,,,,,,,,,,,,,
Karam28052023,,,,,,,,,,,,,,,,,,
Karam28062023,,,,,,,,,,,,,,,,,,
Karam28072023,,,,,,,,,,,,,,,,,,
Karam28082023,,,,,,,,,,,,,,,,,,
Karam28092023,,,,,,,,,,,,,,,,,,
Karam28102023,,,,,,,,,,,,,,,,,,
Karam28112023,,,,,,,,,,,,,,,,,,
Karam28122023,,,,,,,,,,,,,,,,,,
Karam29012023,,,,,,,,,,,,,,,,,,
Karam29032023,,,,,,,,,,,,,,,,,,
Karam29042023,,,,,,,,,,,,,,,,,,
Karam29052023,,,,,,,,,,,,,,,,,,
Karam29062023,,,,,,,,,,,,,,,,,,
Karam29072023,,,,,,,,,,,,,,,,,,
Karam29082023,,,,,,,,,,,,,,,,,,
Karam29092023,,,,,,,,,,,,,,,,,,
Karam29102023,,,,,,,,,,,,,,,,,,
Karam29112023,,,,,,,,,,,,,,,,,,
Karam29122023,,,,,,,,,,,,,,,,,,
Karam30012023,,,,,,,,,,,,,,,,,,
Karam30032023,,,,,,,,,,,,,,,,,,
Karam30042023,,,,,,,,,,,,,,,,,,
Karam30052023,,,,,,,,,,,,,,,,,,
Karam30062023,,,,,,,,,,,,,,,,,,
Karam30072023,,,,,,,,,,,,,,,,,,
Karam30082023,,,,,,,,,,,,,,,,,,
Karam30092023,,,,,,,,,,,,,,,,,,
Karam30102023,,,,,,,,,,,,,,,,,,
Karam30112023,,,,,,,,,,,,,,,,,,
Karam30122023,,,,,,,,,,,,,,,,,,
Karam31012023,,,,,,,,,,,,,,,,,,
Karam31032023,,,,,,,,,,,,,,,,,,
Karam31052023,,,,,,,,,,,,,,,,,,
Karam31072023,,,,,,,,,,,,,,,,,,
Karam31082023,,,,,,,,,,,,,,,,,,
Karam31102023,,,,,,,,,,,,,,,,,,
Karam31122023,,,,,,,,,,,,,,,,,,
Mushr01012023,,20.036,,68.236,198.48,3.0384,,,,,,,,,,,,
Mushr01022023,,21.24,,61.016000000000005,120.64,7.127999999999999,,,,,,,,,,,,
Mushr01032023,,22.46,,58.188,151.8,3.9456,,,,,,,,,,,,
Mushr01042023,,23.5,,60.604,195.24,5.1264,,,,,,,,,,,,
Mushr01052023,,28.116,,27.668000000000003,201.52,4.9392000000000005,,,,,,,,,,,,
Mushr01062023,,32.64,,49.82,190.28,9.316799999999999,,,,,,,,,,,,
Mushr01072023,,34.444,,47.128,188.0,6.796800000000001,,,,,,,,,,,,
Mushr02012023,,20.745833333333334,,58.9,122.5,4.83,,,,,,,,,,,,
Mushr02022023,,21.758333333333336,,63.3375,128.0,5.61,,,,,,,,,,,,
Mushr02032023,,23.77916666666667,,56.6625,183.20833333333334,3.93,,,,,,,,,,,,
Mushr02042023,,22.325,,54.9,219.875,9.15,,,,,,,,,,,,
Mushr02052023,,28.370833333333334,,37.35,202.125,6.825,,,,,,,,,,,,
Mushr02062023,,31.945833333333336,,45.77916666666667,191.54166666666666,11.340000000000002,,,,,,,,,,,,
Mushr02072023,,33.75833333333333,,50.60833333333333,196.625,5.115,,,,,,,,,,,,
Mushr03012023,,21.083333333333332,,51.93333333333334,83.875,5.055000000000001,,,,,,,,,,,,
Mushr03022023,,21.008333333333333,,65.35000000000001,156.16666666666666,3.0749999999999997,,,,,,,,,,,,
Mushr03032023,,23.604166666666668,,62.37916666666666,200.16666666666666,4.44,,,,,,,,,,,,
Mushr03042023,,20.745833333333334,,56.2875,193.375,9.66,,,,,,,,,,,,
Mushr03052023,,26.258333333333336,,54.6875,188.45833333333334,9.015,,,,,,,,,,,,
Mushr03062023,,32.237500000000004,,42.229166666666664,178.0,6.933913043478261,,,,,,,,,,,,
Mushr03072023,,34.03333333333333,,57.2125,198.95833333333334,4.8,,,,,,,,,,,,
Mushr04012023,,21.587500000000002,,41.166666666666664,60.958333333333336,9.03,,,,,,,,,,,,
Mushr04022023,,19.470833333333335,,64.64166666666667,175.58333333333334,4.545,,,,,,,,,,,,
Mushr04032023,,22.195833333333336,,71.875,200.45833333333334,4.08,,,,,,,,,,,,
Mushr04042023,,21.34583333333333,,58.520833333333336,193.45833333333334,8.745,,,,,,,,,,,,
Mushr04052023,,27.020833333333332,,56.42916666666667,191.79166666666666,7.2749999999999995,,,,,,,,,,,,
Mushr04062023,,32.479166666666664,,51.8125,204.0,4.89,,,,,,,,,,,,
Mushr04072023,,34.30416666666667,,52.89166666666667,195.79166666666666,4.5,,,,,,,,,,,,
Mushr05012023,,23.016666666666666,,43.5625,136.83333333333334,7.455000000000001,,,,,,,,,,,,
Mushr05022023,,18.6125,,66.61666666666666,168.20833333333334,3.66,,,,,,,,,,,,
Mushr05032023,,21.65833333333333,,62.35833333333333,178.79166666666666,3.9150000000000005,,,,,,,,,,,,
Mushr05042023,,21.59166666666667,,62.49166666666667,185.375,4.92,,,,,,,,,,,,
Mushr05052023,,26.816666666666666,,60.5625,194.875,6.330000000000001,,,,,,,,,,,,
Mushr05062023,,34.743478260869566,,40.221739130434784,190.0,6.746086956521739,,,,,,,,,,,,
Mushr05072023,,34.012499999999996,,53.24166666666667,195.45833333333334,4.41,,,,,,,,,,,,
Mushr06012023,,21.0625,,63.175000000000004,114.95833333333333,6.645,,,,,,,,,,,,
Mushr06022023,,19.720833333333335,,65.87916666666668,165.16666666666666,2.5500000000000003,,,,,,,,,,,,
Mushr06032023,,21.712500000000002,,54.675000000000004,211.20833333333334,3.5100000000000002,,,,,,,,,,,,
Mushr06042023,,21.991666666666664,,64.23333333333333,173.91666666666666,4.755,,,,,,,,,,,,
Mushr06052023,,27.204166666666666,,66.47916666666667,193.54166666666666,4.59,,,,,,,,,,,,
Mushr06062023,,35.49166666666667,,30.275000000000002,181.75,8.13913043478261,,,,,,,,,,,,
Mushr06072023,,35.041666666666664,,55.666666666666664,217.29166666666666,4.44,,,,,,,,,,,,
Mushr07012023,,19.592307692307692,,74.65384615384616,135.46153846153845,5.843076923076923,,,,,,,,,,,,
Mushr07022023,,22.741666666666664,,54.291666666666664,121.66666666666667,4.815,,,,,,,,,,,,
Mushr07032023,,22.0,,51.550000000000004,163.29166666666666,3.015,,,,,,,,,,,,
Mushr07042023,,23.895833333333332,,57.89166666666667,236.54166666666666,6.464347826086957,,,,,,,,,,,,
Mushr07052023,,27.141666666666666,,63.12083333333334,177.375,3.765,,,,,,,,,,,,
Mushr07062023,,33.025,,36.333333333333336,198.58333333333334,4.883478260869565,,,,,,,,,,,,
Mushr07072023,,37.637499999999996,,42.53333333333333,224.125,6.45,,,,,,,,,,,,
Mushr08012023,,19.736363636363635,,63.53636363636363,262.3333333333333,3.2100000000000004,,,,,,,,,,,,
Mushr08022023,,23.03333333333333,,50.229166666666664,193.45833333333334,7.095,,,,,,,,,,,,
Mushr08032023,,23.495833333333334,,50.729166666666664,145.45833333333334,3.66,,,,,,,,,,,,
Mushr08042023,,25.1875,,55.0375,188.33333333333334,5.04,,,,,,,,,,,,
Mushr08052023,,28.27916666666667,,52.085,188.54166666666666,3.9450000000000003,,,,,,,,,,,,
Mushr08062023,,31.620833333333334,,47.45416666666667,181.625,6.330000000000001,,,,,,,,,,,,
Mushr08072023,,38.30833333333333,,30.020833333333332,216.20833333333334,6.555,,,,,,,,,,,,
Mushr09012023,,19.430434782608696,,67.5391304347826,151.2608695652174,3.2400000000000007,,,,,,,,,,,,
Mushr09022023,,19.995833333333334,,53.833333333333336,221.75,11.385,,,,,,,,,,,,
Mushr09032023,,25.7625,,35.108333333333334,165.58333333333334,5.274782608695652,,,,,,,,,,,,
Mushr09042023,,24.579166666666666,,59.512499999999996,199.29166666666666,3.72,,,,,,,,,,,,
Mushr09052023,,30.129166666666666,,30.095454545454547,187.16666666666666,6.12,,,,,,,,,,,,
Mushr09062023,,33.3375,,30.637500000000003,185.95833333333334,4.995,,,,,,,,,,,,
Mushr09072023,,37.28333333333333,,38.94583333333333,195.66666666666666,6.276521739130436,,,,,,,,,,,,
Mushr10012023,,21.34583333333333,,68.03333333333333,183.79166666666666,8.49,,,,,,,,,,,,
Mushr10022023,,18.7,,56.65416666666667,225.79166666666666,9.18,,,,,,,,,,,,
Mushr10032023,,26.516666666666666,,30.370833333333334,146.625,5.580000000000001,,,,,,,,,,,,
Mushr10042023,,24.817391304347826,,55.87826086956522,181.34782608695653,4.038260869565218,,,,,,,,,,,,
Mushr10052023,,31.847826086956523,,21.252173913043478,211.91304347826087,5.572173913043478,,,,,,,,,,,,
Mushr10062023,,33.4,,33.57083333333333,200.875,4.335,,,,,,,,,,,,
Mushr10072023,,37.09583333333333,,38.795833333333334,186.5,5.07,,,,,,,,,,,,
Mushr11012023,,21.087500000000002,,56.30416666666667,268.5,8.73,,,,,,,,,,,,
Mushr11022023,,18.483333333333334,,65.36666666666666,176.70833333333334,3.4200000000000004,,,,,,,,,,,,
Mushr11032023,,25.108333333333334,,36.57083333333333,161.0,3.465,,,,,,,,,,,,
Mushr11042023,,26.7375,,50.26666666666667,194.45833333333334,3.735,,,,,,,,,,,,
Mushr11052023,,30.162499999999998,,25.817391304347826,194.33333333333334,5.745,,,,,,,,,,,,
Mushr11062023,,33.2125,,46.21666666666667,225.0,4.3500000000000005,,,,,,,,,,,,
Mushr11072023,,36.4375,,38.229166666666664,183.20833333333334,5.415,,,,,,,,,,,,
Mushr12012023,,18.633333333333333,,56.354166666666664,85.41666666666667,6.915,,,,,,,,,,,,
Mushr12022023,,19.695833333333333,,62.083333333333336,175.0,3.693913043478261,,,,,,,,,,,,
Mushr12032023,,25.758333333333336,,37.30833333333333,143.45833333333334,4.3826086956521735,,,,,,,,,,,,
Mushr12042023,,28.358333333333334,,44.604166666666664,177.41666666666666,5.25,,,,,,,,,,,,
Mushr12052023,,31.45,,32.21666666666667,205.04166666666666,4.08,,,,,,,,,,,,
Mushr12062023,,34.333333333333336,,39.87826086956522,202.875,4.05,,,,,,,,,,,,
Mushr12072023,,35.00416666666667,,47.65,206.79166666666666,5.325,,,,,,,,,,,,
Mushr13012023,,18.400000000000002,,48.79583333333333,48.166666666666664,7.7250000000000005,,,,,,,,,,,,
